instruction,scheme,poly_modulus_degree,rns_terms,arg0,arg1,arg2,arg3,arg4,arg5,arg6,arg7,arg8,arg9
mul,BGV,65536,28,ct2-3-27,ct0-2-27,ct1-2-27
