instruction,scheme,poly_modulus_degree,rns_terms,cipher_degree,arg0,arg1,arg2,arg3,arg4,arg5,arg6,arg7,arg8,arg9
rotate,BGV,65536,3,ct1-2-2,ct0-2-2,5
rotate,BGV,65536,3,ct3-2-2,ct1-2-2,5
add,BGV,65536,3,ct4-2-2,ct2-2-2,ct3-2-2
